68 2 4 1 4 1 4 1 1 1 1 1 1 1
69 2 3 1 4 1 6 0 0 1 1 1 1 1
70 3 3 1 3 0 6 0 0 3 1 1 1 1
71 3 3 1 3 1 6 0 0 2 2 1 1 1
72 2 4 1 3 0 3 0 0 2 0 1 2 1
73 3 5 1 3 0 3 0 0 3 2 1 2 1
74 3 4 1 4 1 2 2 0 2 1 1 2 1
75 4 4 1 4 2 5 0 1 1 1 0 1 1
76 4 1 1 3 1 5 0 1 1 0 0 1 1
77 3 2 1 10 1 5 1 0 0 5 1 1 1
78 4 1 1 3 1 5 1 0 12 4 1 1 1
79 4 1 0 3 0 5 0 0 11 3 1 1 1
80 5 3 0 4 1 5 2 1 10 2 1 1 1
81 5 2 0 3 0 3 1 0 9 1 1 1 1
82 4 2 0 3 0 3 0 0 8 0 1 2 1
83 2 3 1 3 1 3 0 1 7 0 1 2 1
84 1 3 0 3 2 3 0 0 6 1 1 1 1
85 1 3 1 3 1 3 0 2 5 0 1 1 1
86 1 4 0 2 1 2 2 0 4 0 1 1 1
87 1 2 0 1 1 2 2 0 3 1 0 1 1
88 2 2 2 2 0 1 2 0 2 0 1 1 1
89 2 2 1 4 1 3 1 0 1 1 0 1 1
90 2 2 1 3 0 3 1 0 0 0 1 2 1
91 2 3 1 5 0 1 1 1 1 223 1 1 1
92 2 4 1 7 1 1 1 0 0 224 1 2 1
93 2 3 2 7 2 5 1 0 1 225 1 1 1
94 2 3 1 6 1 6 1 0 1 226 0 1 1
95 2 3 2 6 1 1 0 0 1 227 0 2 1
96 2 4 1 6 1 2 0 0 1 228 1 1 1
97 2 5 1 5 0 4 0 0 1 229 1 2 1
98 3 4 0 4 1 4 0 0 1 230 1 1 1
99 3 4 0 4 0 2 1 1 0 231 0 2 1
100 3 3 0 3 0 3 0 0 0 232 0 1 1
101 3 2 0 2 1 2 0 0 0 233 0 1 1
102 3 2 0 2 0 1 0 1 0 234 0 1 1
103 3 2 0 1 1 1 0 0 0 235 0 1 1
104 3 1 0 2 1 1 1 0 1 236 0 0 1
105 3 1 0 2 1 2 1 0 1 237 1 0 1
106 3 1 0 4 0 2 1 0 1 238 1 0 1
107 0 1 0 3 1 2 0 0 1 239 1 0 1
108 0 1 0 2 0 3 0 0 1 240 1 0 1
109 1 1 0 2 0 1 0 0 0 241 0 0 1
110 1 0 0 1 1 2 0 0 1 242 1 0 1
111 1 0 1 1 0 2 0 0 0 243 0 0 1
112 1 0 0 2 0 2 1 0 0 244 0 0 1
113 0 0 1 2 0 0 1 0 0 245 0 0 1
114 0 0 0 1 0 0 1 0 0 246 1 0 1
115 0 0 0 1 0 0 2 0 0 247 1 0 1
116 0 0 0 2 0 0 2 0 0 248 1 0 1
117 0 0 0 2 0 1 2 0 0 249 1 0 1
118 0 0 0 1 0 1 1 0 0 250 0 0 1
119 0 0 0 1 0 1 1 0 0 251 0 0 1
